question,answer,cot,category
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ir?o?""?",mirror,"The pattern ""?ir?o?"" is a 6-letter word. From the Wonderland dictionary, ""mirror"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""fou??""?",found,"The pattern ""fou??"" is a 5-letter word. From the Wonderland dictionary, ""found"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""pa?ac?""?",palace,"The pattern ""pa?ac?"" is a 6-letter word. From the Wonderland dictionary, ""palace"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""rea?s""?",reads,"The pattern ""rea?s"" is a 5-letter word. From the Wonderland dictionary, ""reads"" matches.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""ca??le""?",castle,"The pattern ""ca??le"" is a 6-letter word. From the Wonderland dictionary, ""castle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??rd""?",bird,"The pattern ""??rd"" is a 4-letter word. From the Wonderland dictionary, ""bird"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?b??e""?",above,"The pattern ""?b??e"" is a 5-letter word. From the Wonderland dictionary, ""above"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""puzz??""?",puzzle,"The pattern ""puzz??"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""mys?erious""?",mysterious,"The pattern ""mys?erious"" is a 10-letter word. From the Wonderland dictionary, ""mysterious"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words start with the letter ""l""?",library,"Words starting with ""l"": library (1 total).",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
"In Alice's Wonderland dictionary, which word(s) match the pattern ""an?i??t""?",ancient,"The pattern ""an?i??t"" is a 7-letter word. From the Wonderland dictionary, ""ancient"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""colorf?l""?",colorful,"The pattern ""colorf?l"" is a 8-letter word. From the Wonderland dictionary, ""colorful"" matches.",pattern_match
"Is the word ""spell"" in Alice's Wonderland dictionary?",No,"No, ""spell"" is not in the Wonderland dictionary. The 77 words do not include it.",pattern_match
"In Alice's Wonderland dictionary, list all words related to adjectives.","ancient, bright, clever, colorful, curious, dark, golden, hidden, magical, mysterious, near, secret, silver, strange, wise","Wonderland words related to adjectives: ancient, bright, clever, colorful, curious, dark, golden, hidden, magical, mysterious, near, secret, silver, strange, wise (15 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??aw?""?",draws,"The pattern ""??aw?"" is a 5-letter word. From the Wonderland dictionary, ""draws"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""studie?""?",studies,"The pattern ""studie?"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""oc???""?",ocean,"The pattern ""oc???"" is a 5-letter word. From the Wonderland dictionary, ""ocean"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""???den""?","garden, golden, hidden","The pattern ""???den"" is a 6-letter word. From the Wonderland dictionary, 3 words match: garden, golden, hidden.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?essag?""?",message,"The pattern ""?essag?"" is a 7-letter word. From the Wonderland dictionary, ""message"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?tudie?""?",studies,"The pattern ""?tudie?"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ueen""?",queen,"The pattern ""?ueen"" is a 5-letter word. From the Wonderland dictionary, ""queen"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""str?n?e""?",strange,"The pattern ""str?n?e"" is a 7-letter word. From the Wonderland dictionary, ""strange"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""??ll?y""?",valley,"The pattern ""??ll?y"" is a 6-letter word. From the Wonderland dictionary, ""valley"" matches.",pattern_match
"In Alice's Wonderland dictionary, list words starting with letters ""m"" through ""p"".","magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle","Wonderland words from ""m"" to ""p"": magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle (13 words).",recall_range
"In Alice's Wonderland dictionary, which word(s) match the pattern ""a?ove""?",above,"The pattern ""a?ove"" is a 5-letter word. From the Wonderland dictionary, ""above"" matches.",pattern_match
"In Alice's Wonderland dictionary, which words contain ""ing""?",king,"Words containing ""ing"": king (1 total).",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?l?c?""?",alice,"The pattern ""?l?c?"" is a 5-letter word. From the Wonderland dictionary, ""alice"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""doo?""?",door,"The pattern ""doo?"" is a 4-letter word. From the Wonderland dictionary, ""door"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""h?tt?r""?",hatter,"The pattern ""h?tt?r"" is a 6-letter word. From the Wonderland dictionary, ""hatter"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""isla?d""?",island,"The pattern ""isla?d"" is a 6-letter word. From the Wonderland dictionary, ""island"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""in???e""?",inside,"The pattern ""in???e"" is a 6-letter word. From the Wonderland dictionary, ""inside"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""wiza?d""?",wizard,"The pattern ""wiza?d"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""stud?es""?",studies,"The pattern ""stud?es"" is a 7-letter word. From the Wonderland dictionary, ""studies"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""trea??r?""?",treasure,"The pattern ""trea??r?"" is a 8-letter word. From the Wonderland dictionary, ""treasure"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""rab?it""?",rabbit,"The pattern ""rab?it"" is a 6-letter word. From the Wonderland dictionary, ""rabbit"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?ook""?",book,"The pattern ""?ook"" is a 4-letter word. From the Wonderland dictionary, ""book"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""c?ases""?",chases,"The pattern ""c?ases"" is a 6-letter word. From the Wonderland dictionary, ""chases"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""p??z?e""?",puzzle,"The pattern ""p??z?e"" is a 6-letter word. From the Wonderland dictionary, ""puzzle"" matches.",pattern_match
"Is the word ""above"" in Alice's Wonderland dictionary?",Yes,"Yes, ""above"" is one of the 77 words in the Wonderland dictionary.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""s?ory""?",story,"The pattern ""s?ory"" is a 5-letter word. From the Wonderland dictionary, ""story"" matches.",pattern_match
"In Alice's Wonderland dictionary, list all words related to places.","castle, cave, forest, garden, island, library, mountain, ocean, palace, school, tower, valley, village","Wonderland words related to places: castle, cave, forest, garden, island, library, mountain, ocean, palace, school, tower, valley, village (13 words).",recall_semantic
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?a??er""?",hatter,"The pattern ""?a??er"" is a 6-letter word. From the Wonderland dictionary, ""hatter"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""vil?a?e""?",village,"The pattern ""vil?a?e"" is a 7-letter word. From the Wonderland dictionary, ""village"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""b??on?""?",beyond,"The pattern ""b??on?"" is a 6-letter word. From the Wonderland dictionary, ""beyond"" matches.",pattern_match
"In Alice's Wonderland dictionary, which word(s) match the pattern ""?i?ar?""?",wizard,"The pattern ""?i?ar?"" is a 6-letter word. From the Wonderland dictionary, ""wizard"" matches.",pattern_match
"Is the word ""house"" in Alice's Wonderland dictionary?",No,"No, ""house"" is not in the Wonderland dictionary. The 77 words do not include it.",pattern_match
List all 77 words in Alice's Wonderland dictionary.,"above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes","All 77 Wonderland words: above, alice, ancient, around, beyond, bird, book, bright, castle, cat, cave, chases, clever, colorful, creates, crystal, curious, dark, discovers, door, dragon, draws, dreams, explores, follows, forest, found, garden, golden, hatter, hidden, imagines, in, inside, island, key, king, knight, library, magical, map, message, mirror, mountain, mouse, mysterious, near, ocean, palace, potion, princess, puzzle, queen, rabbit, reads, school, secret, sees, silver, story, strange, student, studies, teacher, the, through, tower, treasure, turtle, under, valley, village, watches, wise, wizard, wonderland, writes.",recall_full
